occurrance|characterCount|wordCount
plan.n.bnc.00086863|305|52
plan.n.bnc.00087495|247|45
plan.n.bnc.00087518|378|65
plan.n.bnc.00087520|208|35
plan.n.bnc.00088147|402|70
play.v.bnc.00000241|171|33
play.v.bnc.00000273|501|86
play.v.bnc.00001580|213|38
play.v.bnc.00001590|330|62
play.v.bnc.00001959|313|62
play.v.bnc.00003477|301|50
play.v.bnc.00003609|238|43
play.v.bnc.00003666|227|52
play.v.bnc.00003671|281|60
play.v.bnc.00003672|188|42
play.v.bnc.00003971|103|22
play.v.bnc.00004516|178|41
play.v.bnc.00004950|310|56
play.v.bnc.00005190|273|48
play.v.bnc.00006236|278|55
play.v.bnc.00006513|452|81
play.v.bnc.00006947|376|71
play.v.bnc.00006998|227|45
play.v.bnc.00007010|313|58
play.v.bnc.00007068|386|69
play.v.bnc.00007079|411|76
play.v.bnc.00007084|432|77
play.v.bnc.00007093|360|66
play.v.bnc.00007131|236|43
play.v.bnc.00007227|247|47
play.v.bnc.00007237|339|69
play.v.bnc.00007268|44|11
play.v.bnc.00007271|125|25
play.v.bnc.00007273|260|51
play.v.bnc.00007282|196|40
play.v.bnc.00007305|199|41
play.v.bnc.00007312|279|49
play.v.bnc.00007313|268|46
play.v.bnc.00007314|202|35
play.v.bnc.00007317|190|39
play.v.bnc.00007390|215|41
play.v.bnc.00007405|241|45
play.v.bnc.00007410|262|49
play.v.bnc.00007568|176|33
play.v.bnc.00007609|158|30
play.v.bnc.00007625|625|117
play.v.bnc.00007656|325|59
play.v.bnc.00007697|92|21
play.v.bnc.00007863|260|50
play.v.bnc.00007897|123|24
play.v.bnc.00007954|107|21
play.v.bnc.00007969|252|45
play.v.bnc.00007971|149|30
play.v.bnc.00007975|256|48
play.v.bnc.00007996|222|42
play.v.bnc.00008953|559|104
play.v.bnc.00010296|94|17
play.v.bnc.00010751|216|42
play.v.bnc.00011541|57|10
play.v.bnc.00011561|254|49
play.v.bnc.00011995|146|30
play.v.bnc.00013222|204|38
play.v.bnc.00014903|157|27
play.v.bnc.00015743|109|23
play.v.bnc.00017182|95|18
play.v.bnc.00018240|220|44
play.v.bnc.00018254|249|49
play.v.bnc.00018753|473|83
play.v.bnc.00018987|173|33
play.v.bnc.00019016|141|24
play.v.bnc.00019562|338|67
play.v.bnc.00025699|247|49
play.v.bnc.00026496|301|54
play.v.bnc.00026527|371|68
play.v.bnc.00026763|343|60
play.v.bnc.00027368|176|36
play.v.bnc.00028478|56|9
play.v.bnc.00029016|247|47
play.v.bnc.00029491|325|60
play.v.bnc.00029895|326|59
play.v.bnc.00030282|663|110
play.v.bnc.00030632|347|73
play.v.bnc.00031751|66|14
play.v.bnc.00032133|117|23
play.v.bnc.00033909|163|33
play.v.bnc.00037360|338|65
play.v.bnc.00038528|482|92
play.v.bnc.00038967|184|36
play.v.bnc.00039251|240|47
play.v.bnc.00039539|291|56
play.v.bnc.00040849|136|29
play.v.bnc.00042268|396|83
play.v.bnc.00042673|163|30
play.v.bnc.00042789|130|24
play.v.bnc.00042793|101|21
play.v.bnc.00043037|34|8
play.v.bnc.00043203|246|51
play.v.bnc.00045366|176|35
play.v.bnc.00045445|577|107
play.v.bnc.00046181|66|14
play.v.bnc.00046250|218|47
play.v.bnc.00046747|500|102
play.v.bnc.00046821|203|43
play.v.bnc.00047780|186|33
play.v.bnc.00047784|130|25
play.v.bnc.00047909|559|108
play.v.bnc.00047994|325|62
play.v.bnc.00048014|306|57
play.v.bnc.00048015|288|54
produce.v.bnc.00000264|186|31
produce.v.bnc.00001154|219|39
produce.v.bnc.00001673|198|35
produce.v.bnc.00002792|410|77
produce.v.bnc.00004025|432|81
produce.v.bnc.00005331|467|86
produce.v.bnc.00005519|214|41
produce.v.bnc.00005731|266|48
produce.v.bnc.00005975|332|65
produce.v.bnc.00005991|195|38
produce.v.bnc.00007144|270|49
produce.v.bnc.00008245|365|57
produce.v.bnc.00009038|347|56
produce.v.bnc.00009485|368|62
produce.v.bnc.00009512|320|55
produce.v.bnc.00009525|510|84
produce.v.bnc.00012776|246|45
produce.v.bnc.00012783|161|29
produce.v.bnc.00012797|324|61
produce.v.bnc.00012826|291|53
produce.v.bnc.00012843|258|46
produce.v.bnc.00012857|217|39
produce.v.bnc.00012987|392|65
produce.v.bnc.00012998|381|70
produce.v.bnc.00013118|417|68
produce.v.bnc.00013182|424|76
produce.v.bnc.00013255|390|68
produce.v.bnc.00013661|275|51
produce.v.bnc.00013954|214|35
produce.v.bnc.00014345|247|39
produce.v.bnc.00014555|377|67
produce.v.bnc.00014666|325|62
produce.v.bnc.00014678|184|34
produce.v.bnc.00014966|159|26
produce.v.bnc.00015205|429|76
produce.v.bnc.00018361|418|76
produce.v.bnc.00018388|413|74
produce.v.bnc.00018389|467|81
produce.v.bnc.00018392|381|71
produce.v.bnc.00018412|252|45
produce.v.bnc.00018413|206|37
produce.v.bnc.00018612|246|44
produce.v.bnc.00018661|254|49
produce.v.bnc.00018719|209|41
produce.v.bnc.00018779|283|50
produce.v.bnc.00019029|127|24
produce.v.bnc.00019233|222|40
produce.v.bnc.00025147|356|65
produce.v.bnc.00025187|306|53
produce.v.bnc.00025440|404|85
produce.v.bnc.00025555|315|62
produce.v.bnc.00025739|248|51
produce.v.bnc.00026578|392|75
produce.v.bnc.00029196|408|72
produce.v.bnc.00029308|533|90
produce.v.bnc.00029372|364|61
produce.v.bnc.00029650|441|76
produce.v.bnc.00029712|557|100
produce.v.bnc.00029716|299|55
produce.v.bnc.00029768|523|89
produce.v.bnc.00029853|335|56
produce.v.bnc.00029862|548|102
produce.v.bnc.00029885|305|49
produce.v.bnc.00029891|218|38
produce.v.bnc.00029962|373|62
produce.v.bnc.00030126|414|64
produce.v.bnc.00030127|259|45
produce.v.bnc.00030148|390|67
produce.v.bnc.00030190|447|81
produce.v.bnc.00034634|247|47
produce.v.bnc.00034646|401|73
produce.v.bnc.00034745|178|31
produce.v.bnc.00034832|247|43
produce.v.bnc.00035316|259|52
produce.v.bnc.00035502|207|33
produce.v.bnc.00038528|482|92
produce.v.bnc.00039098|204|41
produce.v.bnc.00039475|369|70
produce.v.bnc.00039840|178|32
produce.v.bnc.00039841|214|40
produce.v.bnc.00042128|234|45
produce.v.bnc.00043815|423|68
produce.v.bnc.00044292|444|77
produce.v.bnc.00044373|352|57
produce.v.bnc.00044394|413|71
produce.v.bnc.00044438|274|43
produce.v.bnc.00044485|313|58
produce.v.bnc.00044637|230|38
produce.v.bnc.00044667|181|27
produce.v.bnc.00044712|420|73
produce.v.bnc.00044855|259|45
produce.v.bnc.00045045|337|55
produce.v.bnc.00048071|200|34
produce.v.bnc.00048414|234|41
produce.v.bnc.00048661|332|58
produce.v.bnc.00048692|356|68
produce.v.bnc.00048750|245|42
produce.v.bnc.00048800|257|52
produce.v.bnc.00048959|298|52
produce.v.bnc.00049075|218|44
produce.v.bnc.00049161|177|34
produce.v.bnc.00049323|238|42
produce.v.bnc.00049458|249|50
produce.v.bnc.00049736|374|69
produce.v.bnc.00049784|250|43
produce.v.bnc.00049817|345|58
produce.v.bnc.00049846|165|33
produce.v.bnc.00050002|378|62
produce.v.bnc.00050009|176|30
produce.v.bnc.00050175|243|44
produce.v.bnc.00050185|266|50
produce.v.bnc.00050355|307|60
produce.v.bnc.00050424|325|67
produce.v.bnc.00050448|272|55
produce.v.bnc.00050454|349|62
produce.v.bnc.00050577|166|29
produce.v.bnc.00050650|242|45
produce.v.bnc.00051059|420|77
produce.v.bnc.00051075|265|54
produce.v.bnc.00052760|287|51
produce.v.bnc.00052811|200|35
produce.v.bnc.00053215|270|45
produce.v.bnc.00053412|216|39
produce.v.bnc.00053414|254|48
produce.v.bnc.00053738|319|50
produce.v.bnc.00053870|247|40
produce.v.bnc.00053879|373|54
produce.v.bnc.00054245|225|40
produce.v.bnc.00054260|545|92
produce.v.bnc.00054599|307|55
produce.v.bnc.00055006|334|57
produce.v.bnc.00055043|326|58
produce.v.bnc.00055048|406|73
produce.v.bnc.00055534|137|21
produce.v.bnc.00056255|314|50
produce.v.bnc.00056290|206|34
produce.v.bnc.00056539|384|69
produce.v.bnc.00056773|427|65
produce.v.bnc.00056798|591|99
produce.v.bnc.00056813|151|27
produce.v.bnc.00056959|392|67
produce.v.bnc.00057721|232|39
produce.v.bnc.00057746|285|52
produce.v.bnc.00057764|204|41
produce.v.bnc.00057766|342|62
produce.v.bnc.00057767|268|54
produce.v.bnc.00057776|386|71
produce.v.bnc.00057822|202|37
produce.v.bnc.00057856|261|48
produce.v.bnc.00057875|167|26
produce.v.bnc.00058117|181|28
produce.v.bnc.00058172|380|65
produce.v.bnc.00058332|236|47
produce.v.bnc.00058427|320|58
produce.v.bnc.00058459|232|46
produce.v.bnc.00058585|185|34
produce.v.bnc.00058603|226|37
produce.v.bnc.00060420|276|44
produce.v.bnc.00060858|233|41
produce.v.bnc.00060964|199|38
produce.v.bnc.00060983|538|104
produce.v.bnc.00061165|388|70
produce.v.bnc.00061211|365|66
produce.v.bnc.00061441|233|45
produce.v.bnc.00062240|267|53
produce.v.bnc.00062249|202|35
produce.v.bnc.00062278|450|86
produce.v.bnc.00062592|152|27
produce.v.bnc.00064090|260|52
produce.v.bnc.00064433|487|81
produce.v.bnc.00065103|410|82
produce.v.bnc.00065781|210|40
produce.v.bnc.00066143|328|68
produce.v.bnc.00066277|248|45
produce.v.bnc.00066315|359|64
produce.v.bnc.00066319|320|58
produce.v.bnc.00066349|294|51
produce.v.bnc.00066398|294|52
produce.v.bnc.00066466|502|86
produce.v.bnc.00066482|354|59
produce.v.bnc.00066498|423|77
produce.v.bnc.00066519|289|51
produce.v.bnc.00066540|349|69
produce.v.bnc.00066688|260|49
produce.v.bnc.00066727|132|25
produce.v.bnc.00066842|230|42
provide.v.bnc.00000082|174|32
provide.v.bnc.00000120|195|32
provide.v.bnc.00000126|315|52
provide.v.bnc.00000139|258|50
provide.v.bnc.00000157|323|61
provide.v.bnc.00000192|319|59
provide.v.bnc.00000282|286|50
provide.v.bnc.00000316|329|59
provide.v.bnc.00000326|321|59
provide.v.bnc.00000359|207|37
provide.v.bnc.00000365|314|51
provide.v.bnc.00000366|223|37
provide.v.bnc.00000417|406|71
provide.v.bnc.00000621|233|40
provide.v.bnc.00000675|152|33
provide.v.bnc.00000696|245|42
provide.v.bnc.00000728|299|58
provide.v.bnc.00000933|234|44
provide.v.bnc.00000947|394|78
provide.v.bnc.00000950|223|32
provide.v.bnc.00001007|389|65
provide.v.bnc.00001008|251|42
provide.v.bnc.00001053|206|40
provide.v.bnc.00001104|329|55
provide.v.bnc.00001122|166|29
provide.v.bnc.00001181|343|58
provide.v.bnc.00001224|389|66
provide.v.bnc.00001248|121|20
provide.v.bnc.00001325|252|42
provide.v.bnc.00002219|361|68
provide.v.bnc.00002452|285|54
provide.v.bnc.00003735|250|42
provide.v.bnc.00004690|625|106
provide.v.bnc.00004873|311|64
provide.v.bnc.00005767|301|54
provide.v.bnc.00007063|395|70
provide.v.bnc.00008264|605|110
provide.v.bnc.00008426|283|46
provide.v.bnc.00008428|249|38
provide.v.bnc.00008575|648|106
provide.v.bnc.00008760|328|56
provide.v.bnc.00008946|303|55
provide.v.bnc.00008953|559|104
provide.v.bnc.00009234|456|87
provide.v.bnc.00009253|345|59
provide.v.bnc.00009438|352|58
provide.v.bnc.00010869|51|9
provide.v.bnc.00010874|89|14
provide.v.bnc.00013151|292|54
provide.v.bnc.00013152|369|67
provide.v.bnc.00013256|299|49
provide.v.bnc.00013272|345|57
provide.v.bnc.00013629|426|76
provide.v.bnc.00013653|324|60
provide.v.bnc.00014026|256|44
provide.v.bnc.00014136|388|64
provide.v.bnc.00014269|327|53
provide.v.bnc.00015009|206|37
provide.v.bnc.00018406|281|52
provide.v.bnc.00018629|415|79
provide.v.bnc.00018634|200|36
provide.v.bnc.00018638|175|31
provide.v.bnc.00018748|763|131
provide.v.bnc.00019616|153|32
provide.v.bnc.00020075|215|43
provide.v.bnc.00021401|117|20
provide.v.bnc.00022679|103|21
provide.v.bnc.00022988|265|48
provide.v.bnc.00023215|291|57
provide.v.bnc.00023948|307|57
provide.v.bnc.00023984|81|15
provide.v.bnc.00024061|375|63
provide.v.bnc.00024262|174|36
provide.v.bnc.00024466|204|36
provide.v.bnc.00024543|229|40
provide.v.bnc.00024707|186|33
provide.v.bnc.00025426|365|66
provide.v.bnc.00025732|292|56
provide.v.bnc.00025952|335|67
provide.v.bnc.00025954|320|62
provide.v.bnc.00026226|248|50
provide.v.bnc.00026404|195|38
provide.v.bnc.00026592|299|53
provide.v.bnc.00026826|220|44
provide.v.bnc.00026983|161|33
provide.v.bnc.00027070|239|47
provide.v.bnc.00027100|166|31
provide.v.bnc.00027370|254|52
provide.v.bnc.00027681|335|54
provide.v.bnc.00027687|227|37
provide.v.bnc.00027874|133|32
provide.v.bnc.00028126|225|38
provide.v.bnc.00028444|139|25
provide.v.bnc.00028604|281|51
provide.v.bnc.00028621|239|41
provide.v.bnc.00028726|236|45
provide.v.bnc.00028812|187|29
provide.v.bnc.00028830|141|27
provide.v.bnc.00028975|210|41
provide.v.bnc.00029038|188|35
provide.v.bnc.00029106|261|50
provide.v.bnc.00029109|375|63
provide.v.bnc.00029145|387|67
provide.v.bnc.00029147|229|41
provide.v.bnc.00029148|364|65
provide.v.bnc.00029149|305|55
provide.v.bnc.00029701|551|91
provide.v.bnc.00029908|378|62
provide.v.bnc.00030005|680|125
provide.v.bnc.00034632|334|59
provide.v.bnc.00034931|240|44
provide.v.bnc.00035032|274|51
provide.v.bnc.00035430|166|31
provide.v.bnc.00035469|189|35
provide.v.bnc.00036009|308|60
provide.v.bnc.00038564|362|70
provide.v.bnc.00039081|758|135
provide.v.bnc.00039482|411|74
provide.v.bnc.00043513|155|24
provide.v.bnc.00043548|150|19
provide.v.bnc.00043792|386|73
provide.v.bnc.00043921|377|73
provide.v.bnc.00044056|376|71
provide.v.bnc.00044065|431|78
provide.v.bnc.00044103|280|51
provide.v.bnc.00044526|509|86
provide.v.bnc.00044539|451|69
provide.v.bnc.00044564|401|63
provide.v.bnc.00044782|213|35
provide.v.bnc.00044814|196|34
provide.v.bnc.00044880|361|56
provide.v.bnc.00044882|444|77
provide.v.bnc.00044888|223|42
provide.v.bnc.00044890|194|31
provide.v.bnc.00044912|392|64
provide.v.bnc.00048044|564|100
receive.v.bnc.00000139|258|50
receive.v.bnc.00000367|174|30
receive.v.bnc.00000648|189|33
receive.v.bnc.00000728|299|58
receive.v.bnc.00000814|341|68
receive.v.bnc.00001380|206|32
receive.v.bnc.00001426|540|92
receive.v.bnc.00001522|325|54
receive.v.bnc.00001526|536|92
receive.v.bnc.00001657|198|37
receive.v.bnc.00001658|229|46
receive.v.bnc.00001676|135|23
receive.v.bnc.00001748|146|25
receive.v.bnc.00001900|92|17
receive.v.bnc.00002091|198|41
receive.v.bnc.00002108|128|26
receive.v.bnc.00002241|240|46
receive.v.bnc.00007153|447|79
receive.v.bnc.00008799|275|51
receive.v.bnc.00013006|244|45
receive.v.bnc.00013601|325|60
receive.v.bnc.00014734|301|56
receive.v.bnc.00018387|298|50
receive.v.bnc.00024491|368|61
receive.v.bnc.00040917|373|78
receive.v.bnc.00041802|407|76
receive.v.bnc.00046358|170|34
receive.v.bnc.00046614|566|110
receive.v.bnc.00049706|304|50
receive.v.bnc.00052027|265|49
receive.v.bnc.00052033|465|85
receive.v.bnc.00052380|235|41
receive.v.bnc.00052458|175|35
receive.v.bnc.00052474|441|78
receive.v.bnc.00052507|156|30
receive.v.bnc.00052545|353|69
receive.v.bnc.00052554|230|41
receive.v.bnc.00052699|275|46
receive.v.bnc.00052719|285|55
receive.v.bnc.00052721|207|40
receive.v.bnc.00052800|165|29
receive.v.bnc.00052832|371|61
receive.v.bnc.00052886|213|38
receive.v.bnc.00052954|306|56
receive.v.bnc.00053311|174|33
receive.v.bnc.00053474|562|102
receive.v.bnc.00053561|234|41
receive.v.bnc.00055034|360|68
receive.v.bnc.00055664|233|43
receive.v.bnc.00059193|350|66
receive.v.bnc.00059195|328|57
receive.v.bnc.00062420|332|59
remain.v.bnc.00001314|256|41
remain.v.bnc.00001478|219|37
remain.v.bnc.00001484|322|53
remain.v.bnc.00001626|176|31
remain.v.bnc.00001630|215|37
remain.v.bnc.00001634|235|42
remain.v.bnc.00001651|482|82
remain.v.bnc.00001706|295|57
remain.v.bnc.00001833|300|55
remain.v.bnc.00002043|473|86
remain.v.bnc.00002404|503|92
remain.v.bnc.00002878|317|56
remain.v.bnc.00002955|316|56
remain.v.bnc.00003742|691|121
remain.v.bnc.00003826|505|100
remain.v.bnc.00004137|234|49
remain.v.bnc.00004324|372|71
remain.v.bnc.00004330|376|68
remain.v.bnc.00004671|361|65
remain.v.bnc.00005140|352|68
remain.v.bnc.00005229|370|63
remain.v.bnc.00005611|308|59
remain.v.bnc.00006120|232|40
remain.v.bnc.00007709|272|51
remain.v.bnc.00008244|325|51
remain.v.bnc.00008249|288|42
remain.v.bnc.00008271|276|43
remain.v.bnc.00008293|310|54
remain.v.bnc.00008343|305|55
remain.v.bnc.00008411|357|57
remain.v.bnc.00008414|436|76
remain.v.bnc.00008415|470|78
remain.v.bnc.00008465|343|58
remain.v.bnc.00008486|203|31
remain.v.bnc.00008494|338|54
remain.v.bnc.00008495|267|44
remain.v.bnc.00008499|528|89
remain.v.bnc.00008607|245|40
remain.v.bnc.00008610|504|98
remain.v.bnc.00008971|329|65
remain.v.bnc.00009007|378|67
remain.v.bnc.00009014|408|62
remain.v.bnc.00009023|326|54
remain.v.bnc.00009098|426|68
remain.v.bnc.00009329|274|47
remain.v.bnc.00009364|391|70
remain.v.bnc.00009449|407|70
remain.v.bnc.00009832|72|13
remain.v.bnc.00009849|66|13
remain.v.bnc.00010604|123|29
remain.v.bnc.00010853|76|14
remain.v.bnc.00010895|83|18
remain.v.bnc.00010997|354|72
remain.v.bnc.00011050|100|21
remain.v.bnc.00011311|322|62
remain.v.bnc.00011326|189|41
remain.v.bnc.00012758|321|61
remain.v.bnc.00013308|400|64
remain.v.bnc.00013351|155|31
remain.v.bnc.00013674|118|19
remain.v.bnc.00014016|287|54
remain.v.bnc.00014566|247|43
remain.v.bnc.00014967|85|17
remain.v.bnc.00016149|219|44
remain.v.bnc.00018509|170|32
remain.v.bnc.00019160|66|12
remain.v.bnc.00021139|98|19
remain.v.bnc.00023503|408|72
remain.v.bnc.00023891|262|48
remain.v.bnc.00024233|290|50
remain.v.bnc.00024527|220|40
remain.v.bnc.00025019|368|59
remain.v.bnc.00025092|183|30
remain.v.bnc.00025152|323|67
remain.v.bnc.00025965|422|92
remain.v.bnc.00028364|122|24
remain.v.bnc.00029303|416|67
remain.v.bnc.00029376|664|114
remain.v.bnc.00029471|398|75
remain.v.bnc.00029479|445|78
remain.v.bnc.00029503|324|54
remain.v.bnc.00029592|479|87
remain.v.bnc.00029679|575|104
remain.v.bnc.00029722|380|69
remain.v.bnc.00029727|513|93
remain.v.bnc.00029728|454|83
remain.v.bnc.00029782|410|67
remain.v.bnc.00029875|153|31
remain.v.bnc.00029915|487|93
remain.v.bnc.00029955|431|79
remain.v.bnc.00030081|441|78
remain.v.bnc.00030271|508|94
remain.v.bnc.00030355|344|75
remain.v.bnc.00034825|212|40
remain.v.bnc.00034845|249|46
remain.v.bnc.00035162|290|55
remain.v.bnc.00035512|353|63
remain.v.bnc.00036371|577|121
remain.v.bnc.00039061|408|77
remain.v.bnc.00039341|198|39
remain.v.bnc.00040172|471|89
remain.v.bnc.00043636|759|150
remain.v.bnc.00043822|219|38
remain.v.bnc.00044547|342|58
remain.v.bnc.00044828|520|83
remain.v.bnc.00045225|251|47
remain.v.bnc.00046980|137|29
remain.v.bnc.00047552|321|64
remain.v.bnc.00047954|373|70
remain.v.bnc.00048012|461|85
remain.v.bnc.00048529|261|53
remain.v.bnc.00049016|248|47
remain.v.bnc.00049249|135|28
remain.v.bnc.00049949|202|34
remain.v.bnc.00050382|282|54
remain.v.bnc.00051161|223|44
remain.v.bnc.00051225|417|76
remain.v.bnc.00052236|365|69
remain.v.bnc.00054123|382|71
remain.v.bnc.00054130|604|106
remain.v.bnc.00054466|585|97
remain.v.bnc.00054887|408|75
remain.v.bnc.00055175|640|110
remain.v.bnc.00055237|443|75
remain.v.bnc.00055270|431|74
remain.v.bnc.00055749|524|88
remain.v.bnc.00056543|354|64
remain.v.bnc.00056691|431|72
remain.v.bnc.00057061|372|70
remain.v.bnc.00057077|239|44
remain.v.bnc.00057899|148|26
remain.v.bnc.00058049|252|45
remain.v.bnc.00058200|424|78
remain.v.bnc.00058403|323|62
remain.v.bnc.00058448|361|69
remain.v.bnc.00059408|320|59
remain.v.bnc.00060390|146|28
remain.v.bnc.00064946|270|48
remain.v.bnc.00064983|347|67
rule.v.bnc.00008350|322|59
rule.v.bnc.00039440|142|30
rule.v.bnc.00043844|99|21
rule.v.bnc.00072952|310|56
rule.v.bnc.00073127|233|45
rule.v.bnc.00073292|311|51
rule.v.bnc.00073371|277|49
rule.v.bnc.00073827|179|31
rule.v.bnc.00076496|493|93
rule.v.bnc.00077493|430|76
rule.v.bnc.00077712|450|84
rule.v.bnc.00078007|266|53
rule.v.bnc.00080928|164|32
rule.v.bnc.00080968|359|62
rule.v.bnc.00084622|268|48
rule.v.bnc.00086507|286|52
rule.v.bnc.00086510|433|86
rule.v.bnc.00088502|167|28
rule.v.bnc.00088624|285|50
rule.v.bnc.00088752|295|53
rule.v.bnc.00088873|297|53
rule.v.bnc.00091352|249|48
rule.v.bnc.00093705|265|47
rule.v.bnc.00094257|154|28
rule.v.bnc.00094315|402|78
rule.v.bnc.00094705|334|63
rule.v.bnc.00098108|524|97
rule.v.bnc.00102678|212|37
rule.v.bnc.00106814|554|99
rule.v.bnc.00107768|353|63
rule.v.bnc.00107774|311|59
rule.v.bnc.00110218|261|42
rule.v.bnc.00110330|431|77
rule.v.bnc.00110331|342|64
rule.v.bnc.00110336|371|62
rule.v.bnc.00111164|253|45
rule.v.bnc.00112933|264|48
rule.v.bnc.00113146|335|62
rule.v.bnc.00113906|331|60
rule.v.bnc.00127192|359|63
rule.v.bnc.00137943|158|28
rule.v.bnc.00139601|240|45
rule.v.bnc.00139638|273|45
rule.v.bnc.00151703|348|61
rule.v.bnc.00194883|183|37
rule.v.bnc.00205836|388|68
rule.v.bnc.00205910|478|92
rule.v.bnc.00210019|276|53
rule.v.bnc.00211325|220|45
rule.v.bnc.00213246|437|77
rule.v.bnc.00214156|92|17
rule.v.bnc.00214252|147|23
rule.v.bnc.00218838|348|61
rule.v.bnc.00219280|327|56
rule.v.bnc.00222728|285|55
rule.v.bnc.00228390|140|25
rule.v.bnc.00229421|242|43
rule.v.bnc.00230432|241|37
rule.v.bnc.00231599|297|55
shelter.n.bnc.00004486|440|82
shelter.n.bnc.00021401|117|20
shelter.n.bnc.00021714|193|43
shelter.n.bnc.00021798|431|84
shelter.n.bnc.00021911|95|23
shelter.n.bnc.00021979|167|35
shelter.n.bnc.00024864|290|47
shelter.n.bnc.00024868|243|41
shelter.n.bnc.00024873|418|70
shelter.n.bnc.00025032|253|46
shelter.n.bnc.00036059|207|47
shelter.n.bnc.00042645|358|76
shelter.n.bnc.00052432|66|13
shelter.n.bnc.00059672|485|92
shelter.n.bnc.00059823|224|42
shelter.n.bnc.00060674|354|68
shelter.n.bnc.00063292|224|42
shelter.n.bnc.00077157|266|48
shelter.n.bnc.00078599|216|41
shelter.n.bnc.00096830|398|79
shelter.n.bnc.00112976|363|67
shelter.n.bnc.00124430|400|78
shelter.n.bnc.00124977|499|93
shelter.n.bnc.00126202|279|53
shelter.n.bnc.00129063|221|45
shelter.n.bnc.00130533|315|57
shelter.n.bnc.00132585|338|54
shelter.n.bnc.00159411|224|45
shelter.n.bnc.00161491|359|74
shelter.n.bnc.00162341|134|24
shelter.n.bnc.00188049|354|62
shelter.n.bnc.00188194|615|110
shelter.n.bnc.00204776|160|33
shelter.n.bnc.00250310|398|65
shelter.n.bnc.00255475|288|52
shelter.n.bnc.00271967|339|65
shelter.n.bnc.00275544|288|57
shelter.n.bnc.00275602|113|19
shelter.n.bnc.00276757|224|41
shelter.n.bnc.00278983|308|62
shelter.n.bnc.00278985|224|41
shelter.n.bnc.00283955|266|53
shelter.n.bnc.00284238|246|41
shelter.n.bnc.00289830|211|40
shelter.n.bnc.00289962|364|67
shelter.n.bnc.00314985|414|80
shelter.n.bnc.00321413|219|43
shelter.n.bnc.00321855|169|31
shelter.n.bnc.00322689|201|44
shelter.n.bnc.00322784|275|59
shelter.n.bnc.00328463|332|73
shelter.n.bnc.00329178|308|61
shelter.n.bnc.00335370|210|42
shelter.n.bnc.00347541|233|41
shelter.n.bnc.00347780|324|62
shelter.n.bnc.00350034|255|50
shelter.n.bnc.00350039|214|44
shelter.n.bnc.00352656|145|30
shelter.n.bnc.00361020|217|43
shelter.n.bnc.00361021|225|43
shelter.n.bnc.00361022|288|54
shelter.n.bnc.00361086|373|63
shelter.n.bnc.00361131|506|98
shelter.n.bnc.00363066|154|31
shelter.n.bnc.00365793|292|56
shelter.n.bnc.00382543|459|85
shelter.n.bnc.00382573|432|83
shelter.n.bnc.00382574|200|41
shelter.n.bnc.00382626|299|62
shelter.n.bnc.00382791|266|55
shelter.n.bnc.00383125|261|53
shelter.n.bnc.00383226|454|83
shelter.n.bnc.00383271|567|108
shelter.n.bnc.00384339|143|28
shelter.n.bnc.00385666|595|106
shelter.n.bnc.00387972|175|36
shelter.n.bnc.00388155|480|92
shelter.n.bnc.00389948|367|64
shelter.n.bnc.00390007|242|51
shelter.n.bnc.00390009|210|43
shelter.n.bnc.00390014|381|77
shelter.n.bnc.00390015|193|37
shelter.n.bnc.00390022|412|77
shelter.n.bnc.00390023|249|50
shelter.n.bnc.00390474|273|53
shelter.n.bnc.00391238|379|72
shelter.n.bnc.00391249|563|113
shelter.n.bnc.00397773|281|55
shelter.n.bnc.00398211|220|41
shelter.n.bnc.00399929|145|30
shelter.n.bnc.00399931|98|21
shelter.n.bnc.00399979|171|35
shelter.n.bnc.00409030|267|51
shelter.n.bnc.00409865|176|36
shelter.n.bnc.00412142|120|21
shelter.n.bnc.00433364|305|57
shelter.n.bnc.00458002|342|64
shelter.n.bnc.00486603|324|60
shelter.n.bnc.00490891|209|42
shelter.n.bnc.00501961|430|82
shelter.n.bnc.00503572|233|44
shelter.n.bnc.00507577|309|59
shelter.n.bnc.00514072|167|32
shelter.n.bnc.00514434|170|31
shelter.n.bnc.00514544|198|38
shelter.n.bnc.00514578|170|34
shelter.n.bnc.00515450|348|60
shelter.n.bnc.00515582|412|72
shelter.n.bnc.00518834|154|28
shelter.n.bnc.00522904|361|66
shelter.n.bnc.00531630|430|94
shelter.n.bnc.00540784|301|52
shelter.n.bnc.00546087|220|44
shelter.n.bnc.00546380|456|77
shelter.n.bnc.00546387|433|83
shelter.n.bnc.00549568|279|56
shelter.n.bnc.00549813|125|25
shelter.n.bnc.00550563|361|68
shelter.n.bnc.00550753|180|35
shelter.n.bnc.00554577|351|67
shelter.n.bnc.00559435|241|50
shelter.n.bnc.00560116|352|58
shelter.n.bnc.00560190|197|37
shelter.n.bnc.00560373|262|44
shelter.n.bnc.00562401|275|46
shelter.n.bnc.00587341|195|40
shelter.n.bnc.00588040|82|15
shelter.n.bnc.00588049|142|34
shelter.n.bnc.00588274|507|94
shelter.n.bnc.00592889|524|93
shelter.n.bnc.00598352|96|19
shelter.n.bnc.00599139|279|51
shelter.n.bnc.00600317|332|55
shelter.n.bnc.00611604|406|73
shelter.n.bnc.00614777|178|37
shelter.n.bnc.00632843|196|38
shelter.n.bnc.00639962|160|34
shelter.n.bnc.00642627|326|60
shelter.n.bnc.00642998|163|27
